State,Government,Mode,Type,Year,Amount (thousands)
District of Columbia,State,Highway,Expenditure,2012,0
District of Columbia,State,Highway,Expenditure,2011,0
District of Columbia,State,Highway,Expenditure,2010,0
District of Columbia,State,Highway,Expenditure,2009,0
District of Columbia,State,Highway,Expenditure,2008,0
District of Columbia,State,Highway,Expenditure,2007,0
District of Columbia,State,Highway,Expenditure,2006,0
District of Columbia,State,Highway,Expenditure,2005,0
District of Columbia,State,Highway,Expenditure,2004,0
District of Columbia,State,Transit,Expenditure,2021,0
District of Columbia,State,Transit,Expenditure,2020,0
District of Columbia,State,Transit,Expenditure,2019,0
District of Columbia,State,Transit,Expenditure,2018,0
District of Columbia,State,Transit,Expenditure,2017,0
District of Columbia,State,Transit,Expenditure,2016,0
District of Columbia,State,Transit,Expenditure,2015,0
District of Columbia,State,Transit,Expenditure,2014,0
District of Columbia,State,Transit,Expenditure,2013,0
District of Columbia,State,Transit,Expenditure,2012,0
District of Columbia,State,Transit,Expenditure,2011,0
District of Columbia,State,Transit,Expenditure,2010,0
District of Columbia,State,Transit,Expenditure,2009,0
District of Columbia,State,Transit,Expenditure,2008,0
District of Columbia,State,Transit,Expenditure,2007,0
District of Columbia,State,Transit,Expenditure,2006,0
District of Columbia,State,Transit,Expenditure,2005,0
District of Columbia,State,Transit,Expenditure,2004,0
District of Columbia,State and Local,Highway,Expenditure,2021,1226056
District of Columbia,State and Local,Highway,Expenditure,2020,1207185
District of Columbia,State and Local,Highway,Expenditure,2019,1098685
District of Columbia,State and Local,Highway,Expenditure,2018,1005858
District of Columbia,State and Local,Highway,Expenditure,2017,794867
District of Columbia,State and Local,Highway,Expenditure,2016,595981
District of Columbia,State and Local,Highway,Expenditure,2015,801954
District of Columbia,State and Local,Highway,Expenditure,2014,656930
District of Columbia,State and Local,Highway,Expenditure,2013,1114260
District of Columbia,State and Local,Highway,Expenditure,2012,908544
District of Columbia,State and Local,Highway,Expenditure,2011,911852
District of Columbia,State and Local,Highway,Expenditure,2010,962267
District of Columbia,State and Local,Highway,Expenditure,2009,684134
District of Columbia,State and Local,Highway,Expenditure,2008,668165
District of Columbia,State and Local,Highway,Expenditure,2007,148989
District of Columbia,State and Local,Highway,Expenditure,2006,129174
District of Columbia,State and Local,Highway,Expenditure,2005,111116
District of Columbia,State and Local,Highway,Expenditure,2004,108610
District of Columbia,State and Local,Transit,Expenditure,2021,3345516
District of Columbia,State and Local,Transit,Expenditure,2020,5120462
District of Columbia,State and Local,Transit,Expenditure,2019,4289658
District of Columbia,State and Local,Transit,Expenditure,2018,3745061
District of Columbia,State and Local,Transit,Expenditure,2017,4425686
District of Columbia,State and Local,Transit,Expenditure,2016,2997540
District of Columbia,State and Local,Transit,Expenditure,2015,2513954
District of Columbia,State and Local,Transit,Expenditure,2014,2540193
District of Columbia,State and Local,Transit,Expenditure,2013,2473823
District of Columbia,State and Local,Transit,Expenditure,2012,2283587
District of Columbia,State and Local,Transit,Expenditure,2011,2307166
District of Columbia,State and Local,Transit,Expenditure,2010,2033952
District of Columbia,State and Local,Transit,Expenditure,2009,1886719
District of Columbia,State and Local,Transit,Expenditure,2008,1916230
District of Columbia,State and Local,Transit,Expenditure,2007,1804191
District of Columbia,State and Local,Transit,Expenditure,2006,1789733
District of Columbia,State and Local,Transit,Expenditure,2005,1551623
District of Columbia,State and Local,Transit,Expenditure,2004,1472197
Florida,Local,Highway,Expenditure,2021,5790204
Florida,Local,Highway,Expenditure,2020,5543428
Florida,Local,Highway,Expenditure,2019,5203967
Florida,Local,Highway,Expenditure,2018,4774277
Florida,Local,Highway,Expenditure,2017,4628265
Florida,Local,Highway,Expenditure,2016,4169959
Florida,Local,Highway,Expenditure,2015,4121514
Florida,Local,Highway,Expenditure,2014,4259872
Florida,Local,Highway,Expenditure,2013,4196468
Florida,Local,Highway,Expenditure,2012,4638040
Florida,Local,Highway,Expenditure,2011,4981851
Florida,Local,Highway,Expenditure,2010,5934016
Florida,Local,Highway,Expenditure,2009,6328461
Florida,Local,Highway,Expenditure,2008,6411939
Florida,Local,Highway,Expenditure,2007,5404051
Florida,Local,Highway,Expenditure,2006,4562794
Florida,Local,Highway,Expenditure,2005,3954470
Florida,Local,Highway,Expenditure,2004,3919840
Florida,Local,Transit,Expenditure,2021,2019432
Florida,Local,Transit,Expenditure,2020,1871526
Florida,Local,Transit,Expenditure,2019,1812634
Florida,Local,Transit,Expenditure,2018,1751934
Florida,Local,Transit,Expenditure,2017,1687063
Florida,Local,Transit,Expenditure,2016,1693489
Florida,Local,Transit,Expenditure,2015,1508354
Florida,Local,Transit,Expenditure,2014,1444610
Florida,Local,Transit,Expenditure,2013,1380320
Florida,Local,Transit,Expenditure,2012,1549264
Florida,Local,Transit,Expenditure,2011,1572721
Florida,Local,Transit,Expenditure,2010,1353589
Florida,Local,Transit,Expenditure,2009,1470994
Florida,Local,Transit,Expenditure,2008,1400478
Florida,Local,Transit,Expenditure,2007,1446912
Florida,Local,Transit,Expenditure,2006,1195063
Florida,Local,Transit,Expenditure,2005,1091307
Florida,Local,Transit,Expenditure,2004,1080499
Florida,State,Highway,Expenditure,2021,14309341
Florida,State,Highway,Expenditure,2020,15058973
Florida,State,Highway,Expenditure,2019,15330817
Florida,State,Highway,Expenditure,2018,14003542
Florida,State,Highway,Expenditure,2017,14633051
Florida,State,Highway,Expenditure,2016,13419524
Florida,State,Highway,Expenditure,2015,13602449
Florida,State,Highway,Expenditure,2014,12615067
Florida,State,Highway,Expenditure,2013,9407388
Florida,State,Highway,Expenditure,2012,8503279
Florida,State,Highway,Expenditure,2011,8534377
Florida,State,Highway,Expenditure,2010,8736052
Florida,State,Highway,Expenditure,2009,10323745
Florida,State,Highway,Expenditure,2008,11988620
Florida,State,Highway,Expenditure,2007,11697224
Florida,State,Highway,Expenditure,2006,10334738
Florida,State,Highway,Expenditure,2005,9264796
Florida,State,Highway,Expenditure,2004,7881647
Florida,State,Transit,Expenditure,2021,262060
Florida,State,Transit,Expenditure,2020,241137
Florida,State,Transit,Expenditure,2019,291796
Florida,State,Transit,Expenditure,2018,290924
Florida,State,Transit,Expenditure,2017,340229
Florida,State,Transit,Expenditure,2016,261919
Florida,State,Transit,Expenditure,2015,206911
Florida,State,Transit,Expenditure,2014,192696
Florida,State,Transit,Expenditure,2013,141968
Florida,State,Transit,Expenditure,2012,146802
Florida,State,Transit,Expenditure,2011,138504
Florida,State,Transit,Expenditure,2010,97929
Florida,State,Transit,Expenditure,2009,107734
Florida,State,Transit,Expenditure,2008,85796
Florida,State,Transit,Expenditure,2007,97752
Florida,State,Transit,Expenditure,2006,78838
Florida,State,Transit,Expenditure,2005,66277
Florida,State,Transit,Expenditure,2004,61712
Florida,State and Local,Highway,Expenditure,2021,20099545
Florida,State and Local,Highway,Expenditure,2020,20602401
Florida,State and Local,Highway,Expenditure,2019,20534784
Florida,State and Local,Highway,Expenditure,2018,18777819
Florida,State and Local,Highway,Expenditure,2017,19261316
Florida,State and Local,Highway,Expenditure,2016,17589483
Florida,State and Local,Highway,Expenditure,2015,17723963
Florida,State and Local,Highway,Expenditure,2014,16874939
Florida,State and Local,Highway,Expenditure,2013,13603856
Florida,State and Local,Highway,Expenditure,2012,13141319
Florida,State and Local,Highway,Expenditure,2011,13516228
Florida,State and Local,Highway,Expenditure,2010,14670068
Florida,State and Local,Highway,Expenditure,2009,16652206
Florida,State and Local,Highway,Expenditure,2008,18400559
Florida,State and Local,Highway,Expenditure,2007,17101275
Florida,State and Local,Highway,Expenditure,2006,14897532
Florida,State and Local,Highway,Expenditure,2005,13219266
Florida,State and Local,Highway,Expenditure,2004,11801487
Florida,State and Local,Transit,Expenditure,2021,2281492
Florida,State and Local,Transit,Expenditure,2020,2112663
Florida,State and Local,Transit,Expenditure,2019,2104430
Florida,State and Local,Transit,Expenditure,2018,2042858
Florida,State and Local,Transit,Expenditure,2017,2027292
Florida,State and Local,Transit,Expenditure,2016,1955408
Florida,State and Local,Transit,Expenditure,2015,1715265
Florida,State and Local,Transit,Expenditure,2014,1637306
Florida,State and Local,Transit,Expenditure,2013,1522288
Florida,State and Local,Transit,Expenditure,2012,1696066
Florida,State and Local,Transit,Expenditure,2011,1711225
Florida,State and Local,Transit,Expenditure,2010,1451518
Florida,State and Local,Transit,Expenditure,2009,1578728
Florida,State and Local,Transit,Expenditure,2008,1486274
Florida,State and Local,Transit,Expenditure,2007,1544664
Florida,State and Local,Transit,Expenditure,2006,1273901
Florida,State and Local,Transit,Expenditure,2005,1157584
Florida,State and Local,Transit,Expenditure,2004,1142211
Georgia,Local,Highway,Expenditure,2021,2820436
Georgia,Local,Highway,Expenditure,2020,3053777
Georgia,Local,Highway,Expenditure,2019,2594247
Georgia,Local,Highway,Expenditure,2018,2660857
Georgia,Local,Highway,Expenditure,2017,2379185
Georgia,Local,Highway,Expenditure,2016,2228274
Georgia,Local,Highway,Expenditure,2015,2091801
Georgia,Local,Highway,Expenditure,2014,1973260
Georgia,Local,Highway,Expenditure,2013,2090727
Georgia,Local,Highway,Expenditure,2012,1897124
Georgia,Local,Highway,Expenditure,2011,2010594
Georgia,Local,Highway,Expenditure,2010,2133501
Georgia,Local,Highway,Expenditure,2009,2287217
Georgia,Local,Highway,Expenditure,2008,2478815
Georgia,Local,Highway,Expenditure,2007,2136968
Georgia,Local,Highway,Expenditure,2006,1952190
Georgia,Local,Highway,Expenditure,2005,1420538
Georgia,Local,Highway,Expenditure,2004,1547774
Georgia,Local,Transit,Expenditure,2021,932268
Georgia,Local,Transit,Expenditure,2020,867907
Georgia,Local,Transit,Expenditure,2019,871332
Georgia,Local,Transit,Expenditure,2018,810554
Georgia,Local,Transit,Expenditure,2017,776557
Georgia,Local,Transit,Expenditure,2016,702707
Georgia,Local,Transit,Expenditure,2015,750542
Georgia,Local,Transit,Expenditure,2014,823880
Georgia,Local,Transit,Expenditure,2013,842017
Georgia,Local,Transit,Expenditure,2012,749274
Georgia,Local,Transit,Expenditure,2011,656829
Georgia,Local,Transit,Expenditure,2010,708480
Georgia,Local,Transit,Expenditure,2009,767234
Georgia,Local,Transit,Expenditure,2008,765681
Georgia,Local,Transit,Expenditure,2007,667435
Georgia,Local,Transit,Expenditure,2006,635034
Georgia,Local,Transit,Expenditure,2005,661199
Georgia,Local,Transit,Expenditure,2004,625192
Georgia,State,Highway,Expenditure,2021,5524990
Georgia,State,Highway,Expenditure,2020,4979202
Georgia,State,Highway,Expenditure,2019,4343786
Georgia,State,Highway,Expenditure,2018,4298126
Georgia,State,Highway,Expenditure,2017,4611662
Georgia,State,Highway,Expenditure,2016,4457742
Georgia,State,Highway,Expenditure,2015,3004648
Georgia,State,Highway,Expenditure,2014,3631294
Georgia,State,Highway,Expenditure,2013,3246034
Georgia,State,Highway,Expenditure,2012,3048645
Georgia,State,Highway,Expenditure,2011,2621929
Georgia,State,Highway,Expenditure,2010,3676801
Georgia,State,Highway,Expenditure,2009,3115449
Georgia,State,Highway,Expenditure,2008,4047316
Georgia,State,Highway,Expenditure,2007,9520009
Georgia,State,Highway,Expenditure,2006,3960691
Georgia,State,Highway,Expenditure,2005,4462897
Georgia,State,Highway,Expenditure,2004,2605365
Georgia,State,Transit,Expenditure,2021,77129
Georgia,State,Transit,Expenditure,2020,36763
Georgia,State,Transit,Expenditure,2019,30976
Georgia,State,Transit,Expenditure,2018,38084
Georgia,State,Transit,Expenditure,2017,71903
Georgia,State,Transit,Expenditure,2016,34657
Georgia,State,Transit,Expenditure,2015,33229
Georgia,State,Transit,Expenditure,2014,30648
Georgia,State,Transit,Expenditure,2013,34724
Georgia,State,Transit,Expenditure,2012,40910
Georgia,State,Transit,Expenditure,2011,43813
Georgia,State,Transit,Expenditure,2010,43991
Georgia,State,Transit,Expenditure,2009,36604
Georgia,State,Transit,Expenditure,2008,33989
Georgia,State,Transit,Expenditure,2007,42001
Georgia,State,Transit,Expenditure,2006,42519
Georgia,State,Transit,Expenditure,2005,30280
Georgia,State,Transit,Expenditure,2004,40263
Georgia,State and Local,Highway,Expenditure,2021,8345426
Georgia,State and Local,Highway,Expenditure,2020,8032979
Georgia,State and Local,Highway,Expenditure,2019,6938033
Georgia,State and Local,Highway,Expenditure,2018,6958983
Georgia,State and Local,Highway,Expenditure,2017,6990847
Georgia,State and Local,Highway,Expenditure,2016,6686016
Georgia,State and Local,Highway,Expenditure,2015,5096449
Georgia,State and Local,Highway,Expenditure,2014,5604554
Georgia,State and Local,Highway,Expenditure,2013,5336761
Georgia,State and Local,Highway,Expenditure,2012,4945769
Georgia,State and Local,Highway,Expenditure,2011,4632523
Georgia,State and Local,Highway,Expenditure,2010,5810302
Georgia,State and Local,Highway,Expenditure,2009,5402666
Georgia,State and Local,Highway,Expenditure,2008,6526131
Georgia,State and Local,Highway,Expenditure,2007,11656977
Georgia,State and Local,Highway,Expenditure,2006,5912881
Georgia,State and Local,Highway,Expenditure,2005,5883435
Georgia,State and Local,Highway,Expenditure,2004,4153139
Georgia,State and Local,Transit,Expenditure,2021,1009397
Georgia,State and Local,Transit,Expenditure,2020,904670
Georgia,State and Local,Transit,Expenditure,2019,902308
Georgia,State and Local,Transit,Expenditure,2018,848638
Georgia,State and Local,Transit,Expenditure,2017,848460
Georgia,State and Local,Transit,Expenditure,2016,737364
Georgia,State and Local,Transit,Expenditure,2015,783771
Georgia,State and Local,Transit,Expenditure,2014,854528
Georgia,State and Local,Transit,Expenditure,2013,876741
Georgia,State and Local,Transit,Expenditure,2012,790184
Georgia,State and Local,Transit,Expenditure,2011,700642
Georgia,State and Local,Transit,Expenditure,2010,752471
Georgia,State and Local,Transit,Expenditure,2009,803838
Georgia,State and Local,Transit,Expenditure,2008,799670
Georgia,State and Local,Transit,Expenditure,2007,709436
Georgia,State and Local,Transit,Expenditure,2006,677553
Georgia,State and Local,Transit,Expenditure,2005,691479
Georgia,State and Local,Transit,Expenditure,2004,665455
Hawaii,Local,Highway,Expenditure,2021,475081
Hawaii,Local,Highway,Expenditure,2020,356120
Hawaii,Local,Highway,Expenditure,2019,410761
Hawaii,Local,Highway,Expenditure,2018,460439
Hawaii,Local,Highway,Expenditure,2017,474434
Hawaii,Local,Highway,Expenditure,2016,517253
Hawaii,Local,Highway,Expenditure,2015,463439
Hawaii,Local,Highway,Expenditure,2014,475279
Hawaii,Local,Highway,Expenditure,2013,432605
Hawaii,Local,Highway,Expenditure,2012,390591
Hawaii,Local,Highway,Expenditure,2011,322559
Hawaii,Local,Highway,Expenditure,2010,457254
Hawaii,Local,Highway,Expenditure,2009,327780
Hawaii,Local,Highway,Expenditure,2008,296746
Hawaii,Local,Highway,Expenditure,2007,299065
Hawaii,Local,Highway,Expenditure,2006,257109
Hawaii,Local,Highway,Expenditure,2005,284923
Hawaii,Local,Highway,Expenditure,2004,195117
Hawaii,Local,Transit,Expenditure,2021,774474
Hawaii,Local,Transit,Expenditure,2020,1159142
Hawaii,Local,Transit,Expenditure,2019,855593
Hawaii,Local,Transit,Expenditure,2018,777373
Hawaii,Local,Transit,Expenditure,2017,926083
Hawaii,Local,Transit,Expenditure,2016,895958
Hawaii,Local,Transit,Expenditure,2015,820402
Hawaii,Local,Transit,Expenditure,2014,605126
Hawaii,Local,Transit,Expenditure,2013,590970
Hawaii,Local,Transit,Expenditure,2012,647107
Hawaii,Local,Transit,Expenditure,2011,390178
Hawaii,Local,Transit,Expenditure,2010,333314
Hawaii,Local,Transit,Expenditure,2009,269313
Hawaii,Local,Transit,Expenditure,2008,236723
Hawaii,Local,Transit,Expenditure,2007,196389
Hawaii,Local,Transit,Expenditure,2006,147705
Hawaii,Local,Transit,Expenditure,2005,166002
Hawaii,Local,Transit,Expenditure,2004,170491
Hawaii,State,Highway,Expenditure,2021,832808
Hawaii,State,Highway,Expenditure,2020,705104
Hawaii,State,Highway,Expenditure,2019,791543
Hawaii,State,Highway,Expenditure,2018,639943
Hawaii,State,Highway,Expenditure,2017,327550
Hawaii,State,Highway,Expenditure,2016,546652
Hawaii,State,Highway,Expenditure,2015,557882
Hawaii,State,Highway,Expenditure,2014,582343
Hawaii,State,Highway,Expenditure,2013,575182
Hawaii,State,Highway,Expenditure,2012,603050
Hawaii,State,Highway,Expenditure,2011,509090
Hawaii,State,Highway,Expenditure,2010,647609
Hawaii,State,Highway,Expenditure,2009,677076
Hawaii,State,Highway,Expenditure,2008,612891
Hawaii,State,Highway,Expenditure,2007,449559
Hawaii,State,Highway,Expenditure,2006,385697
Hawaii,State,Highway,Expenditure,2005,435015
Hawaii,State,Highway,Expenditure,2004,307546
Hawaii,State,Transit,Expenditure,2021,0
Hawaii,State,Transit,Expenditure,2020,0
Hawaii,State,Transit,Expenditure,2019,0
Hawaii,State,Transit,Expenditure,2018,0
Hawaii,State,Transit,Expenditure,2017,0
Hawaii,State,Transit,Expenditure,2016,0
Hawaii,State,Transit,Expenditure,2015,0
Hawaii,State,Transit,Expenditure,2014,0
Hawaii,State,Transit,Expenditure,2013,0
Hawaii,State,Transit,Expenditure,2012,0
Hawaii,State,Transit,Expenditure,2011,0
Hawaii,State,Transit,Expenditure,2010,0
Hawaii,State,Transit,Expenditure,2009,0
Hawaii,State,Transit,Expenditure,2008,0
Hawaii,State,Transit,Expenditure,2007,0
Hawaii,State,Transit,Expenditure,2006,0
Hawaii,State,Transit,Expenditure,2005,0
Hawaii,State,Transit,Expenditure,2004,0
Hawaii,State and Local,Highway,Expenditure,2021,1307889
Hawaii,State and Local,Highway,Expenditure,2020,1061224
Hawaii,State and Local,Highway,Expenditure,2019,1202304
Hawaii,State and Local,Highway,Expenditure,2018,1100382
Hawaii,State and Local,Highway,Expenditure,2017,801984
Hawaii,State and Local,Highway,Expenditure,2016,1063905
Hawaii,State and Local,Highway,Expenditure,2015,1021321
Hawaii,State and Local,Highway,Expenditure,2014,1057622
Hawaii,State and Local,Highway,Expenditure,2013,1007787
Hawaii,State and Local,Highway,Expenditure,2012,993641
Hawaii,State and Local,Highway,Expenditure,2011,831649
Hawaii,State and Local,Highway,Expenditure,2010,1104863
Hawaii,State and Local,Highway,Expenditure,2009,1004856
Hawaii,State and Local,Highway,Expenditure,2008,909637
Hawaii,State and Local,Highway,Expenditure,2007,748624
Hawaii,State and Local,Highway,Expenditure,2006,642806
Hawaii,State and Local,Highway,Expenditure,2005,719938
Hawaii,State and Local,Highway,Expenditure,2004,502663
Hawaii,State and Local,Transit,Expenditure,2021,774474
Hawaii,State and Local,Transit,Expenditure,2020,1159142
Hawaii,State and Local,Transit,Expenditure,2019,855593
Hawaii,State and Local,Transit,Expenditure,2018,777373
Hawaii,State and Local,Transit,Expenditure,2017,926083
Hawaii,State and Local,Transit,Expenditure,2016,895958
Hawaii,State and Local,Transit,Expenditure,2015,820402
Hawaii,State and Local,Transit,Expenditure,2014,605126
Hawaii,State and Local,Transit,Expenditure,2013,590970
Hawaii,State and Local,Transit,Expenditure,2012,647107
Hawaii,State and Local,Transit,Expenditure,2011,390178
Hawaii,State and Local,Transit,Expenditure,2010,333314
Hawaii,State and Local,Transit,Expenditure,2009,269313
Hawaii,State and Local,Transit,Expenditure,2008,236723
Hawaii,State and Local,Transit,Expenditure,2007,196389
Hawaii,State and Local,Transit,Expenditure,2006,147705
Hawaii,State and Local,Transit,Expenditure,2005,166002
Hawaii,State and Local,Transit,Expenditure,2004,170491
Idaho,Local,Highway,Expenditure,2021,775252
Idaho,Local,Highway,Expenditure,2020,1046044
Idaho,Local,Highway,Expenditure,2019,765208
Idaho,Local,Highway,Expenditure,2018,496969
Idaho,Local,Highway,Expenditure,2017,507983
Idaho,Local,Highway,Expenditure,2016,451161
Idaho,Local,Highway,Expenditure,2015,404436
Idaho,Local,Highway,Expenditure,2014,425161
Idaho,Local,Highway,Expenditure,2013,410724
Idaho,Local,Highway,Expenditure,2012,396153
Idaho,Local,Highway,Expenditure,2011,392084
Idaho,Local,Highway,Expenditure,2010,376019
Idaho,Local,Highway,Expenditure,2009,378606
Idaho,Local,Highway,Expenditure,2008,401371
Idaho,Local,Highway,Expenditure,2007,390252
Idaho,Local,Highway,Expenditure,2006,352704
Idaho,Local,Highway,Expenditure,2005,330259
Idaho,Local,Highway,Expenditure,2004,330143
Idaho,Local,Transit,Expenditure,2021,30507
Idaho,Local,Transit,Expenditure,2020,27736
Idaho,Local,Transit,Expenditure,2019,29219
Idaho,Local,Transit,Expenditure,2018,27424
Idaho,Local,Transit,Expenditure,2017,27002
Idaho,Local,Transit,Expenditure,2016,28688
Idaho,Local,Transit,Expenditure,2015,29944
Idaho,Local,Transit,Expenditure,2014,21826
Idaho,Local,Transit,Expenditure,2013,18699
Idaho,Local,Transit,Expenditure,2012,16885
Idaho,Local,Transit,Expenditure,2011,18825
Idaho,Local,Transit,Expenditure,2010,19309
Idaho,Local,Transit,Expenditure,2009,18072
Idaho,Local,Transit,Expenditure,2008,16584
Idaho,Local,Transit,Expenditure,2007,12051
Idaho,Local,Transit,Expenditure,2006,11583
Idaho,Local,Transit,Expenditure,2005,10463
Idaho,Local,Transit,Expenditure,2004,12620
Idaho,State,Highway,Expenditure,2021,1265011
Idaho,State,Highway,Expenditure,2020,1316047
Idaho,State,Highway,Expenditure,2019,1205388
Idaho,State,Highway,Expenditure,2018,1100487
Idaho,State,Highway,Expenditure,2017,832540
Idaho,State,Highway,Expenditure,2016,844242
Idaho,State,Highway,Expenditure,2015,968400
Idaho,State,Highway,Expenditure,2014,938623
Idaho,State,Highway,Expenditure,2013,934130
Idaho,State,Highway,Expenditure,2012,965732
Idaho,State,Highway,Expenditure,2011,1218393
Idaho,State,Highway,Expenditure,2010,1190879
Idaho,State,Highway,Expenditure,2009,1023954
Idaho,State,Highway,Expenditure,2008,952036
Idaho,State,Highway,Expenditure,2007,837684
Idaho,State,Highway,Expenditure,2006,801030
Idaho,State,Highway,Expenditure,2005,738448
Idaho,State,Highway,Expenditure,2004,682829
Idaho,State,Transit,Expenditure,2021,0
Idaho,State,Transit,Expenditure,2020,0
Idaho,State,Transit,Expenditure,2019,0
Idaho,State,Transit,Expenditure,2018,0
Idaho,State,Transit,Expenditure,2017,0
Idaho,State,Transit,Expenditure,2016,0
Idaho,State,Transit,Expenditure,2015,0
Idaho,State,Transit,Expenditure,2014,0
Idaho,State,Transit,Expenditure,2013,0
Idaho,State,Transit,Expenditure,2012,0
Idaho,State,Transit,Expenditure,2011,0
Idaho,State,Transit,Expenditure,2010,0
Idaho,State,Transit,Expenditure,2009,0
Idaho,State,Transit,Expenditure,2008,0
Idaho,State,Transit,Expenditure,2007,0
Idaho,State,Transit,Expenditure,2006,0
Idaho,State,Transit,Expenditure,2005,0
Idaho,State,Transit,Expenditure,2004,0
Idaho,State and Local,Highway,Expenditure,2021,2040263
Idaho,State and Local,Highway,Expenditure,2020,2362091
Idaho,State and Local,Highway,Expenditure,2019,1970596
Idaho,State and Local,Highway,Expenditure,2018,1597456
Idaho,State and Local,Highway,Expenditure,2017,1340523
Idaho,State and Local,Highway,Expenditure,2016,1295403
Idaho,State and Local,Highway,Expenditure,2015,1372836
Idaho,State and Local,Highway,Expenditure,2014,1363784
Idaho,State and Local,Highway,Expenditure,2013,1344854
Idaho,State and Local,Highway,Expenditure,2012,1361885
Idaho,State and Local,Highway,Expenditure,2011,1610477
Idaho,State and Local,Highway,Expenditure,2010,1566898
Idaho,State and Local,Highway,Expenditure,2009,1402560
Idaho,State and Local,Highway,Expenditure,2008,1353407
Idaho,State and Local,Highway,Expenditure,2007,1227936
Idaho,State and Local,Highway,Expenditure,2006,1153734
Idaho,State and Local,Highway,Expenditure,2005,1068707
Idaho,State and Local,Highway,Expenditure,2004,1012972
Idaho,State and Local,Transit,Expenditure,2021,30507
Idaho,State and Local,Transit,Expenditure,2020,27736
Idaho,State and Local,Transit,Expenditure,2019,29219
Idaho,State and Local,Transit,Expenditure,2018,27424
Idaho,State and Local,Transit,Expenditure,2017,27002
Idaho,State and Local,Transit,Expenditure,2016,28688
Idaho,State and Local,Transit,Expenditure,2015,29944
Idaho,State and Local,Transit,Expenditure,2014,21826
Idaho,State and Local,Transit,Expenditure,2013,18699
Idaho,State and Local,Transit,Expenditure,2012,16885
Idaho,State and Local,Transit,Expenditure,2011,18825
Idaho,State and Local,Transit,Expenditure,2010,19309
Idaho,State and Local,Transit,Expenditure,2009,18072
Idaho,State and Local,Transit,Expenditure,2008,16584
Idaho,State and Local,Transit,Expenditure,2007,12051
Idaho,State and Local,Transit,Expenditure,2006,11583
Idaho,State and Local,Transit,Expenditure,2005,10463
Idaho,State and Local,Transit,Expenditure,2004,12620
Illinois,Local,Highway,Expenditure,2021,4722175
Illinois,Local,Highway,Expenditure,2020,4511500
Illinois,Local,Highway,Expenditure,2019,4253465
Illinois,Local,Highway,Expenditure,2018,4571099
Illinois,Local,Highway,Expenditure,2017,4428172
Illinois,Local,Highway,Expenditure,2016,4981274
Illinois,Local,Highway,Expenditure,2015,4581949
Illinois,Local,Highway,Expenditure,2014,4300418
Illinois,Local,Highway,Expenditure,2013,4231706
Illinois,Local,Highway,Expenditure,2012,4170201
Illinois,Local,Highway,Expenditure,2011,3793599
Illinois,Local,Highway,Expenditure,2010,3993268
Illinois,Local,Highway,Expenditure,2009,4005650
Illinois,Local,Highway,Expenditure,2008,4131760
Illinois,Local,Highway,Expenditure,2007,3978553
Illinois,Local,Highway,Expenditure,2006,3370021
Illinois,Local,Highway,Expenditure,2005,3722964
Illinois,Local,Highway,Expenditure,2004,3690356
Illinois,Local,Transit,Expenditure,2021,4598288
Illinois,Local,Transit,Expenditure,2020,4293516
Illinois,Local,Transit,Expenditure,2019,4113338
Illinois,Local,Transit,Expenditure,2018,4239043
Illinois,Local,Transit,Expenditure,2017,4572578
Illinois,Local,Transit,Expenditure,2016,4761926
Illinois,Local,Transit,Expenditure,2015,4559731
Illinois,Local,Transit,Expenditure,2014,4866110
Illinois,Local,Transit,Expenditure,2013,4040585
Illinois,Local,Transit,Expenditure,2012,3755602
Illinois,Local,Transit,Expenditure,2011,3436057
Illinois,Local,Transit,Expenditure,2010,3716867
Illinois,Local,Transit,Expenditure,2009,4089473
Illinois,Local,Transit,Expenditure,2008,3774215
Illinois,Local,Transit,Expenditure,2007,3603761
Illinois,Local,Transit,Expenditure,2006,3486582
Illinois,Local,Transit,Expenditure,2005,3403751
Illinois,Local,Transit,Expenditure,2004,3483179
Illinois,State,Highway,Expenditure,2021,9947545
Illinois,State,Highway,Expenditure,2020,9239217
Illinois,State,Highway,Expenditure,2019,7468477
Illinois,State,Highway,Expenditure,2018,8014118
Illinois,State,Highway,Expenditure,2017,10980603
Illinois,State,Highway,Expenditure,2016,11042858
Illinois,State,Highway,Expenditure,2015,9828700
Illinois,State,Highway,Expenditure,2014,8065446
Illinois,State,Highway,Expenditure,2013,7533627
Illinois,State,Highway,Expenditure,2012,7390199
Illinois,State,Highway,Expenditure,2011,7562544
Illinois,State,Highway,Expenditure,2010,9519802
Illinois,State,Highway,Expenditure,2009,7887342
Illinois,State,Highway,Expenditure,2008,6437824
Illinois,State,Highway,Expenditure,2007,6831943
Illinois,State,Highway,Expenditure,2006,4880444
Illinois,State,Highway,Expenditure,2005,4405331
Illinois,State,Highway,Expenditure,2004,3983319
Illinois,State,Transit,Expenditure,2021,0
Illinois,State,Transit,Expenditure,2020,0
Illinois,State,Transit,Expenditure,2019,0
Illinois,State,Transit,Expenditure,2018,0
Illinois,State,Transit,Expenditure,2017,0
Illinois,State,Transit,Expenditure,2016,0
Illinois,State,Transit,Expenditure,2015,0
Illinois,State,Transit,Expenditure,2014,0
Illinois,State,Transit,Expenditure,2013,0
Illinois,State,Transit,Expenditure,2012,0
Illinois,State,Transit,Expenditure,2011,0
Illinois,State,Transit,Expenditure,2010,0
Illinois,State,Transit,Expenditure,2009,0
